FARMACOS;DETENTOR;MEDICAMENTO;CONCENTRACAO;FORMA_FARMACEUTICA
TOBRAMICINA + DEXAMETASONA;Alcon;TOBRADEX;3mg/g + 1,0mg/g;pomd oft
TRIANCINOLONA ACETONIDA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA;Bristol Myers Squibb;OMCILON-A “M”;1mg/g + 2,5mg/g + 0,25mg/g + 100.000 U/g;crem derm
TRIANCINOLONA ACETONIDA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA;Bristol Myers Squibb;OMCILON-A “M”;1mg/g + 2,5mg/g + 0,25mg/g + 100.000 U/g;pomd derm
VALERATO DE BETAMETASONA + CLIOQUINOL;Glaxosmithkline;BETNOVATE Q;1mg/g + 30mg/g;crem derm
VALERATO DE BETAMETASONA + CLIOQUINOL;Glaxosmithkline;BETNOVATE Q;1mg/g + 30mg/g;pomd derm
VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;Mantecorp;QUADRIDERM;0,5mg/g + 1mg/g + 10mg/g + 10mg/g;crem derm
VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;Mantecorp;QUADRIDERM;0,5mg/g + 1mg/g + 10mg/g + 10mg/g;pomd derm
VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA;Glaxosmithkline;BETNOVATE N;1mg/g + 5mg/g;pomd derm
VALERATO DE BETAMETASONA + SULFATO DE NEOMICINA;Glaxosmithkline;BETNOVATE N;1mg/g + 5mg/g;crem derm
VALERATO DE ESTRADIOL + ACETATO DE MEDROXIPROGESTERONA;Organon;DILENA;2mg + 0mg (comp branco), 2mg + 10mg (comp azul);comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO;80mg + 5,0mg;comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO;160mg + 5,0mg;comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO FIX;80mg + 5mg;comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO FIX;160mg + 5,0mg;comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO FIX;160mg + 10,0mg;comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO FIX;320mg + 5,0mg;comp rev
VALSARTANA + BESILATO DE ANLODIPINO;Novartis Biociências;DIOVAN AMLO FIX;320mg + 10,0mg;comp rev
VALSARTANA + HIDROCLOROTIAZIDA;Novartis Biociências;DIOVAN HCT;160mg + 12,5mg;comp rev
VALSARTANA + HIDROCLOROTIAZIDA;Novartis Biociências;DIOVAN HCT;160mg + 25mg;comp rev
VALSARTANA + HIDROCLOROTIAZIDA;Novartis Biociências;DIOVAN HCT;80mg + 12,5mg;comp rev
VALSARTANA + HIDROCLOROTIAZIDA;Novartis Biociências;DIOVAN HCT;320mg + 12,5mg;comp rev
VALSARTANA + HIDROCLOROTIAZIDA;Novartis Biociências;DIOVAN HCT;320mg + 25mg;comp rev
VILDAGLIPTINA + CLORIDRATO DE METFORMINA;Novartis Biociências;GALVUS MET COMBI-PACK;50mg + 500mg;comp + comp rev
VILDAGLIPTINA + CLORIDRATO DE METFORMINA;Novartis Biociências;GALVUS MET COMBI-PACK;50mg+850mg;comp + comp rev
VILDAGLIPTINA + CLORIDRATO DE METFORMINA;Novartis Biociências;GALVUS MET COMBI-PACK;100mg+500mg;comp + comp rev
VILDAGLIPTINA + CLORIDRATO DE METFORMINA;Novartis Biociências;GALVUS MET COMBI-PACK;100mg+850mg;comp + comp rev
XINAFOATO DE SALMETEROL + PROPIONATO DE FLUTICASONA;Glaxosmithkline;SERETIDE DISKUS;50 mcg + 100 mcg;po inal
XINAFOATO DE SALMETEROL + PROPIONATO DE FLUTICASONA;Glaxosmithkline;SERETIDE DISKUS;50 mcg + 250 mcg;po inal
XINAFOATO DE SALMETEROL + PROPIONATO DE FLUTICASONA;Glaxosmithkline;SERETIDE DISKUS;50 mcg + 500 mcg;po inal
XINAFOATO DE SALMETEROL + PROPIONATO DE FLUTICASONA;Glaxosmithkline;SERETIDE spr;25 mcg/DOSE + 125 mcg/dose;sups or propelente
XINAFOATO DE SALMETEROL + PROPIONATO DE FLUTICASONA;Glaxosmithkline;SERETIDE spr;25 mcg/DOSE + 250 mcg/dose;sups or propelente
XINAFOATO DE SALMETEROL + PROPIONATO DE FLUTICASONA;Glaxosmithkline;SERETIDE spr;25 mcg/DOSE + 50 mcg/dose;sups or propelente
ZIDOVUDINA + LAMIVUDINA;Glaxosmithkline;BIOVIR;300mg + 150mg;comp rev
